"wbs";"id";"name";"start";"end";"duration";"effort";"effortdone";"effortleft";"priority";"responsible";"resources";"status";"active_sub_tasks";"open_sub_tasks";"closed_sub_tasks";"complete";"followers";"depends_on";"path_criticalness";"schedule_gauge";"cost"
"4.3.11.2.3";"task5.task121.task310.task313.task316";"        سینی کابل لابی سرویس بلوک 2";"2018-01-26";"2018-01-26";0.0;0.0;0.0;0.0;500;"";"";"done";0;0;1;"100%";"";"";1.0;"on schedule";"6054345,00"
"4.3.11.2.4";"task5.task121.task310.task313.task317";"        لوله گذاری صوت، روشنایی و اعلام حریق لابی سرویس بلوک 2";"2018-01-26";"2018-01-26";0.0;0.0;0.0;0.0;500;"";"";"done";0;0;1;"100%";"";"";1.0;"on schedule";"5512550,00"
"4.3.11.2.5";"task5.task121.task310.task313.task318";"        کابل کشی جریان ضعیف(تلفن) لابی سرویس بلوک 2";"2018-01-26";"2018-01-26";0.0;0.0;0.0;0.0;500;"";"";"done";0;0;1;"100%";"";"";1.0;"on schedule";"1352286,00"
"4.3.11.2.6";"task5.task121.task310.task313.task319";"        کابل کشی ولتاژ ضعیف لابی سرویس بلوک 2";"2018-01-26";"2018-01-26";0.0;0.0;0.0;0.0;500;"";"";"done";0;0;1;"100%";"";"";1.0;"on schedule";"9306000,00"
"4.3.11.3";"task5.task121.task310.task320";"      نازک کاری";"2018-03-03";"2018-03-19";16.0;0.0;0.0;0.0;500;"";"";"done";5;0;5;"100%";"";"";1.0;"on schedule";"345208902,00"
"4.3.11.3.1";"task5.task121.task310.task320.task321";"        زیرسازی سقف کاذب لابی سرویس بلوک 2";"2018-03-19";"2018-03-19";0.0;0.0;0.0;0.0;500;"";"";"done";0;0;1;"100%";"";"";1.0;"on schedule";"11867856,00"
"4.3.11.3.2";"task5.task121.task310.task320.task322";"        نصب پنل سقف کاذب لابی سرویس بلوک 2";"2018-03-19";"2018-03-19";0.0;0.0;0.0;0.0;500;"";"";"done";0;0;1;"100%";"";"";1.0;"on schedule";"11073143,00"
"4.3.11.3.3";"task5.task121.task310.task320.task323";"        نصب درب و پنجره لابی سرویس بلوک 2";"2018-03-19";"2018-03-19";0.0;0.0;0.0;0.0;500;"";"";"done";0;0;1;"100%";"";"";1.0;"on schedule";"18590000,00"
"4.3.11.3.4";"task5.task121.task310.task320.task324";"        کفسازی لابی سرویس بلوک 2";"2018-03-19";"2018-03-19";0.0;0.0;0.0;0.0;500;"";"";"done";0;0;1;"100%";"";"";1.0;"on schedule";"7152512,00"
"4.3.11.3.5";"task5.task121.task310.task320.task325";"        رنگ آمیزی لابی سرویس بلوک 2";"2018-03-19";"2018-03-19";0.0;0.0;0.0;0.0;500;"";"";"done";0;0;1;"100%";"";"";1.0;"on schedule";"123920940,00"
"4.3.11.4";"task5.task121.task310.task326";"      تاسیسات برقی فاز 2";"2018-05-11";"2018-05-11";0.0;0.0;0.0;0.0;500;"";"";"done";0;0;0;"100%";"";"";1.0;"on schedule";"0,00"
"4.3.11.4.1";"task5.task121.task310.task326.task327";"        نصب تجهیزات صوت لابی سرویس بلوک 2";"2018-05-11";"2018-05-11";0.0;0.0;0.0;0.0;500;"";"";"done";0;0;0;"100%";"";"";1.0;"on schedule";"0,00"
"4.4";"task5.task328";"  بلوک 11";"2017-07-06";"2018-05-11";309.0;0.0;0.0;0.0;500;"";"";"in progress";129;0;129;"51%";"";"";1.0;"behind schedule";"21325761309,50"
"4.4.1";"task5.task328.task329";"    شیب بندی بام";"2017-07-06";"2017-10-02";88.0;0.0;0.0;0.0;500;"";"";"done";8;0;8;"100%";"";"";1.0;"on schedule";"10156915495,50"
"4.4.1.1";"task5.task328.task329.task330";"      سفتکاری";"2017-07-06";"2017-10-02";88.0;0.0;0.0;0.0;500;"";"";"done";8;0;8;"100%";"";"";1.0;"on schedule";"6771276997,00"
"4.4.1.1.1";"task5.task328.task329.task330.task331";"        نصب وال پست شیب بندی بام بلوک 11";"2017-10-02";"2017-10-02";0.0;0.0;0.0;0.0;500;"";"";"done";0;0;1;"100%";"";"";1.0;"on schedule";"28316288,00"
"4.4.1.1.2";"task5.task328.task329.task330.task332";"        دیوارچینی هبلکس شیب بندی بام بلوک 11";"2017-10-02";"2017-10-02";0.0;0.0;0.0;0.0;500;"";"";"done";0;0;1;"100%";"";"";1.0;"on schedule";"20344896,00"
"4.4.1.1.3";"task5.task328.task329.task330.task333";"        آهن کشی ودیوارچینی درزژوئن شیب بندی بام بلوک 11";"2017-10-02";"2017-10-02";0.0;0.0;0.0;0.0;500;"";"";"done";0;0;1;"100%";"";"";1.0;"on schedule";"214156800,00"
"4.4.1.1.4";"task5.task328.task329.task330.task334";"        عایق حرارتی شیب بندی بام بلوک 11";"2017-10-02";"2017-10-02";0.0;0.0;0.0;0.0;500;"";"";"done";0;0;1;"100%";"";"";1.0;"on schedule";"571084800,00"
"4.4.1.1.5";"task5.task328.task329.task330.task335";"        کروم بندی و فوم بتن شیب بندی بام بلوک 11";"2017-10-02";"2017-10-02";0.0;0.0;0.0;0.0;500;"";"";"done";0;0;1;"100%";"";"";1.0;"on schedule";"1199278080,00"
"4.4.1.1.6";"task5.task328.task329.task330.task336";"        عایق رطوبتی و لایه محافظ شیب بندی بام بلوک 11";"2017-10-02";"2017-10-02";0.0;0.0;0.0;0.0;500;"";"";"done";0;0;1;"100%";"";"";1.0;"on schedule";"474089088,00"
"4.4.1.1.7";"task5.task328.task329.task330.task337";"        موزاییک شیب بندی بام بلوک 11";"2017-10-02";"2017-10-02";0.0;0.0;0.0;0.0;500;"";"";"done";0;0;1;"100%";"";"";1.0;"on schedule";"864000000,00"
"4.4.1.1.8";"task5.task328.task329.task330.task338";"        گاترشیب بندی بام بلوک 11";"2017-10-02";"2017-10-02";0.0;0.0;0.0;0.0;500;"";"";"done";0;0;1;"100%";"";"";1.0;"on schedule";"14368546,50"
"4.4.2";"task5.task328.task339";"    بام باغ";"2017-10-06";"2017-10-16";10.0;0.0;0.0;0.0;500;"";"";"done";3;0;3;"100%";"";"";1.0;"on schedule";"619461270,00"
"4.4.2.1";"task5.task328.task339.task340";"      سفتکاری";"2017-10-06";"2017-10-16";10.0;0.0;0.0;0.0;500;"";"";"done";3;0;3;"100%";"";"";1.0;"on schedule";"412974180,00"
"4.4.2.1.1";"task5.task328.task339.task340.task341";"        کرسی چینی بام باغ بلوک 11";"2017-10-16";"2017-10-16";0.0;0.0;0.0;0.0;500;"";"";"done";0;0;1;"100%";"";"";1.0;"on schedule";"92912820,00"
"4.4.2.1.2";"task5.task328.task339.task340.task342";"        عایق رطوبتی بام باغ بلوک 11";"2017-10-16";"2017-10-16";0.0;0.0;0.0;0.0;500;"";"";"done";0;0;1;"100%";"";"";1.0;"on schedule";"66668778,00"
"4.4.2.1.3";"task5.task328.task339.task340.task343";"        کفسازی بام باغ بلوک 11";"2017-10-16";"2017-10-16";0.0;0.0;0.0;0.0;500;"";"";"done";0;0;1;"100%";"";"";1.0;"on schedule";"46905492,00"
"4.4.3";"task5.task328.task344";"    راهرو";"2017-07-30";"2018-05-11";285.0;0.0;0.0;0.0;500;"";"";"in progress";16;0;16;"60%";"";"";1.0;"behind schedule";"1350282258,00"
"4.4.3.1";"task5.task328.task344.task345";"      سفتکاری";"2017-07-30";"2017-09-04";36.0;0.0;0.0;0.0;500;"";"";"done";3;0;3;"100%";"";"";1.0;"on schedule";"228612384,00"
"4.4.3.1.1";"task5.task328.task344.task345.task346";"        نصب وال پست راهرو بلوک 11";"2017-09-04";"2017-09-04";0.0;0.0;0.0;0.0;500;"";"";"done";0;0;1;"100%";"";"";1.0;"on schedule";"41225184,00"
"4.4.3.1.2";"task5.task328.task344.task345.task347";"        دیوارچینی هبلکس راهرو بلوک 11";"2017-09-04";"2017-09-04";0.0;0.0;0.0;0.0;500;"";"";"done";0;0;1;"100%";"";"";1.0;"on schedule";"53003808,00"
"4.4.3.1.3";"task5.task328.task344.task345.task348";"        آهن کشی ودیوارچینی درزژوئن راهرو بلوک 11";"2017-09-04";"2017-09-04";0.0;0.0;0.0;0.0;500;"";"";"done";0;0;1;"100%";"";"";1.0;"on schedule";"20077200,00"
"4.4.3.2";"task5.task328.task344.task349";"      تاسیسات مکانیکی فاز 1";"2017-11-21";"2017-12-18";27.0;0.0;0.0;0.0;500;"";"";"done";5;0;5;"100%";"";"";1.0;"on schedule";"755720680,00"
"4.4.3.2.1";"task5.task328.task344.task349.task350";"        لوله سرد و گرم فن کوئل راهرو بلوک 11";"2017-12-18";"2017-12-18";0.0;0.0;0.0;0.0;500;"";"";"done";0;0;1;"100%";"";"";1.0;"on schedule";"118232400,00"
"4.4.3.2.2";"task5.task328.task344.task349.task351";"        لوله سرد و گرم مصرفی راهرو بلوک 11";"2017-12-18";"2017-12-18";0.0;0.0;0.0;0.0;500;"";"";"done";0;0;1;"100%";"";"";1.0;"on schedule";"17846400,00"
"4.4.3.2.3";"task5.task328.task344.task349.task352";"        لوله اطفاء حریق راهرو بلوک 11";"2017-12-18";"2017-12-18";0.0;0.0;0.0;0.0;500;"";"";"done";0;0;1;"100%";"";"";1.0;"on schedule";"18218200,00"
"4.4.3.2.4";"task5.task328.task344.task349.task353";"        عایق لوله راهرو بلوک 11";"2017-12-18";"2017-12-18";0.0;0.0;0.0;0.0;500;"";"";"done";0;0;1;"100%";"";"";1.0;"on schedule";"210922140,00"
"4.4.3.2.5";"task5.task328.task344.task349.task354";"        تست لوله ها راهرو بلوک 11";"2017-12-18";"2017-12-18";0.0;0.0;0.0;0.0;500;"";"";"done";0;0;1;"100%";"";"";1.0;"on schedule";"12641200,00"
"4.4.3.3";"task5.task328.task344.task355";"      تاسیسات برقی فاز 1";"2017-10-20";"2018-02-01";104.0;0.0;0.0;0.0;500;"";"";"in progress";5;0;5;"99%";"";"";1.0;"behind schedule";"198059080,00"
"4.4.3.3.1";"task5.task328.task344.task355.task356";"        سوراخکاری و شیارزنی راهرو بلوک 11";"2018-02-01";"2018-02-01";0.0;0.0;0.0;0.0;500;"";"";"done";0;0;1;"100%";"";"";1.0;"on schedule";"950000,00"
"4.4.3.3.2";"task5.task328.task344.task355.task357";"        ساپورت زنی راهرو بلوک 11";"2018-02-01";"2018-02-01";0.0;0.0;0.0;0.0;500;"";"";"done";0;0;1;"100%";"";"";1.0;"on schedule";"8020000,00"
"4.4.3.3.3";"task5.task328.task344.task355.task358";"        سینی کابل راهرو بلوک 11";"2018-02-01";"2018-02-01";0.0;0.0;0.0;0.0;500;"";"";"done";0;0;1;"100%";"";"";1.0;"on schedule";"31922910,00"
"4.4.3.3.4";"task5.task328.task344.task355.task359";"        لوله گذاری صوت، روشنایی و اعلام حریق راهرو بلوک 11";"2018-02-01";"2018-02-01";0.0;0.0;0.0;0.0;500;"";"";"in progress";0;0;1;"99%";"";"";1.0;"behind schedule";"14332630,00"
"4.4.3.3.5";"task5.task328.task344.task355.task360";"        کابل کشی ولتاژ ضعیف راهرو بلوک 11";"2018-02-01";"2018-02-01";0.0;0.0;0.0;0.0;500;"";"";"done";0;0;1;"100%";"";"";1.0;"on schedule";"43804000,00"
"4.4.3.4";"task5.task328.task344.task361";"      نازک کاری";"2018-03-06";"2018-03-15";9.0;0.0;0.0;0.0;500;"";"";"done";3;0;3;"100%";"";"";1.0;"on schedule";"167890114,00"
"4.4.3.4.1";"task5.task328.task344.task361.task362";"        زیرسازی سقف کاذب راهرو بلوک 11";"2018-03-15";"2018-03-15";0.0;0.0;0.0;0.0;500;"";"";"done";0;0;1;"100%";"";"";1.0;"on schedule";"33105072,00"
"4.4.3.4.2";"task5.task328.task344.task361.task363";"        نصب پنل سقف کاذب راهرو بلوک 11";"2018-03-15";"2018-03-15";0.0;0.0;0.0;0.0;500;"";"";"done";0;0;1;"100%";"";"";1.0;"on schedule";"30888241,00"
"4.4.3.4.3";"task5.task328.task344.task361.task364";"        کفسازی راهرو بلوک 11";"2018-03-15";"2018-03-15";0.0;0.0;0.0;0.0;500;"";"";"done";0;0;1;"100%";"";"";1.0;"on schedule";"19951744,00"
"4.4.3.5";"task5.task328.task344.task365";"      تاسیسات مکانیکی فاز 2";"2018-05-11";"2018-05-11";0.0;0.0;0.0;0.0;500;"";"";"done";0;0;0;"100%";"";"";1.0;"on schedule";"0,00"
"4.4.3.5.1";"task5.task328.task344.task365.task366";"        نصب جعبه و کپسول آتش نشانی راهرو بلوک 11";"2018-05-11";"2018-05-11";0.0;0.0;0.0;0.0;500;"";"";"done";0;0;0;"100%";"";"";1.0;"on schedule";"0,00"
"4.4.3.5.2";"task5.task328.task344.task365.task367";"        تست تاسیسات مکانیکی  راهرو بلوک راهرو بلوک 11";"2018-05-11";"2018-05-11";0.0;0.0;0.0;0.0;500;"";"";"done";0;0;0;"100%";"";"";1.0;"on schedule";"0,00"
"4.4.3.6";"task5.task328.task344.task368";"      تاسیسات برقی فاز 2";"2018-05-11";"2018-05-11";0.0;0.0;0.0;0.0;500;"";"";"done";0;0;0;"100%";"";"";1.0;"on schedule";"0,00"
"4.4.3.6.1";"task5.task328.task344.task368.task369";"        نصب تجهیزات صوت راهرو بلوک 11";"2018-05-11";"2018-05-11";0.0;0.0;0.0;0.0;500;"";"";"done";0;0;0;"100%";"";"";1.0;"on schedule";"0,00"
"4.4.3.6.2";"task5.task328.task344.task368.task370";"        نصب تجهیزات روشنایی راهرو بلوک 11";"2018-05-11";"2018-05-11";0.0;0.0;0.0;0.0;500;"";"";"done";0;0;0;"100%";"";"";1.0;"on schedule";"0,00"
"4.4.4";"task5.task328.task371";"    لابی آسانسور";"2017-12-25";"2018-05-11";137.0;0.0;0.0;0.0;500;"";"";"in progress";6;0;6;"67%";"";"";1.0;"on schedule";"228428988,00"
"4.4.4.1";"task5.task328.task371.task372";"      تاسیسات برقی فاز 1";"2017-12-25";"2018-02-04";41.0;0.0;0.0;0.0;500;"";"";"done";3;0;3;"100%";"";"";1.0;"on schedule";"16190542,00"
"4.4.4.1.1";"task5.task328.task371.task372.task373";"        سوراخکاری و شیارزنی لابی آسانسور بلوک 11";"2018-02-04";"2018-02-04";0.0;0.0;0.0;0.0;500;"";"";"done";0;0;1;"100%";"";"";1.0;"on schedule";"798000,00"
"4.4.4.1.2";"task5.task328.task371.task372.task374";"        لوله گذاری صوت، روشنایی و اعلام حریق لابی آسانسور بلوک 11";"2018-02-04";"2018-02-04";0.0;0.0;0.0;0.0;500;"";"";"done";0;0;1;"100%";"";"";1.0;"on schedule";"2315271,00"
"4.4.4.1.3";"task5.task328.task371.task372.task375";"        کابل کشی ولتاژ ضعیف لابی آسانسور بلوک 11";"2018-02-04";"2018-02-04";0.0;0.0;0.0;0.0;500;"";"";"done";0;0;1;"100%";"";"";1.0;"on schedule";"4982000,00"
"4.4.4.2";"task5.task328.task371.task376";"      نازک کاری";"2018-03-08";"2018-03-18";10.0;0.0;0.0;0.0;500;"";"";"done";3;0;3;"100%";"";"";1.0;"on schedule";"212238446,00"
"4.4.4.2.1";"task5.task328.task371.task376.task377";"        زیرسازی سقف کاذب لابی آسانسور بلوک 11";"2018-03-18";"2018-03-18";0.0;0.0;0.0;0.0;500;"";"";"done";0;0;1;"100%";"";"";1.0;"on schedule";"41849808,00"
"4.4.4.2.2";"task5.task328.task371.task376.task378";"        نصب پنل سقف کاذب لابی آسانسور بلوک 11";"2018-03-18";"2018-03-18";0.0;0.0;0.0;0.0;500;"";"";"done";0;0;1;"100%";"";"";1.0;"on schedule";"39047399,00"
"4.4.4.2.3";"task5.task328.task371.task376.task379";"        کفسازی لابی آسانسور بلوک 11";"2018-03-18";"2018-03-18";0.0;0.0;0.0;0.0;500;"";"";"done";0;0;1;"100%";"";"";1.0;"on schedule";"25222016,00"
"4.4.4.3";"task5.task328.task371.task380";"      تاسیسات برقی فاز 2";"2018-05-11";"2018-05-11";0.0;0.0;0.0;0.0;500;"";"";"done";0;0;0;"100%";"";"";1.0;"on schedule";"0,00"
"4.4.4.3.1";"task5.task328.task371.task380.task381";"        نصب تجهیزات روشنایی لابی آسانسور بلوک 11";"2018-05-11";"2018-05-11";0.0;0.0;0.0;0.0;500;"";"";"done";0;0;0;"100%";"";"";1.0;"on schedule";"0,00"
"4.4.5";"task5.task328.task382";"    لابی سرویس";"2017-10-28";"2018-05-11";195.0;0.0;0.0;0.0;500;"";"";"in progress";11;0;11;"48%";"";"";1.0;"behind schedule";"397941332,00"
"4.4.5.1";"task5.task328.task382.task383";"      سفتکاری";"2017-11-20";"2017-11-22";2.0;0.0;0.0;0.0;500;"";"";"done";1;0;1;"100%";"";"";1.0;"on schedule";"1784640,00"
"4.4.5.1.1";"task5.task328.task382.task383.task384";"        نصب پیش فریم لابی سرویس بلوک 11";"2017-11-22";"2017-11-22";0.0;0.0;0.0;0.0;500;"";"";"done";0;0;1;"100%";"";"";1.0;"on schedule";"892320,00"
"4.4.5.2";"task5.task328.task382.task385";"      تاسیسات برقی فاز 1";"2017-10-28";"2018-01-10";74.0;0.0;0.0;0.0;500;"";"";"in progress";5;0;5;"99%";"";"";1.0;"behind schedule";"50947790,00"
"4.4.5.2.1";"task5.task328.task382.task385.task386";"        سوراخکاری و شیارزنی لابی سرویس بلوک 11";"2018-01-10";"2018-01-10";0.0;0.0;0.0;0.0;500;"";"";"done";0;0;1;"100%";"";"";1.0;"on schedule";"190000,00"
"4.4.5.2.2";"task5.task328.task382.task385.task387";"        ساپورت زنی لابی سرویس بلوک 11";"2018-01-10";"2018-01-10";0.0;0.0;0.0;0.0;500;"";"";"in progress";0;0;1;"99%";"";"";1.0;"behind schedule";"4411000,00"
"4.4.5.2.3";"task5.task328.task382.task385.task388";"        سینی کابل لابی سرویس بلوک 11";"2018-01-10";"2018-01-10";0.0;0.0;0.0;0.0;500;"";"";"done";0;0;1;"100%";"";"";1.0;"on schedule";"6054345,00"
"4.4.5.2.4";"task5.task328.task382.task385.task389";"        لوله گذاری صوت، روشنایی و اعلام حریق لابی سرویس بلوک 11";"2018-01-10";"2018-01-10";0.0;0.0;0.0;0.0;500;"";"";"done";0;0;1;"100%";"";"";1.0;"on schedule";"5512550,00"
"4.4.5.2.5";"task5.task328.task382.task385.task390";"        کابل کشی ولتاژ ضعیف لابی سرویس بلوک 11";"2018-01-10";"2018-01-10";0.0;0.0;0.0;0.0;500;"";"";"in progress";0;0;1;"99%";"";"";1.0;"behind schedule";"9306000,00"
"4.4.5.3";"task5.task328.task382.task391";"      نازک کاری";"2018-03-11";"2018-03-25";14.0;0.0;0.0;0.0;500;"";"";"in progress";5;0;5;"75%";"";"";1.0;"behind schedule";"345208902,00"
"4.4.5.3.1";"task5.task328.task382.task391.task392";"        زیرسازی سقف کاذب لابی سرویس بلوک 11";"2018-03-25";"2018-03-25";0.0;0.0;0.0;0.0;500;"";"";"done";0;0;1;"100%";"";"";1.0;"on schedule";"11867856,00"
"4.4.5.3.2";"task5.task328.task382.task391.task393";"        نصب پنل سقف کاذب لابی سرویس بلوک 11";"2018-03-25";"2018-03-25";0.0;0.0;0.0;0.0;500;"";"";"done";0;0;1;"100%";"";"";1.0;"on schedule";"11073143,00"
"4.4.5.3.3";"task5.task328.task382.task391.task394";"        نصب درب و پنجره لابی سرویس بلوک 11";"2018-03-25";"2018-03-25";0.0;0.0;0.0;0.0;500;"";"";"done";0;0;1;"100%";"";"";1.0;"on schedule";"18590000,00"
"4.4.5.3.4";"task5.task328.task382.task391.task395";"        کفسازی لابی سرویس بلوک 11";"2018-03-25";"2018-03-25";0.0;0.0;0.0;0.0;500;"";"";"done";0;0;1;"100%";"";"";1.0;"on schedule";"7152512,00"
"4.4.5.3.5";"task5.task328.task382.task391.task396";"        رنگ آمیزی لابی سرویس بلوک 11";"2018-03-25";"2018-03-25";0.0;0.0;0.0;0.0;500;"";"";"in progress";0;0;1;"16%";"";"";1.0;"behind schedule";"123920940,00"
"4.4.5.4";"task5.task328.task382.task397";"      تاسیسات برقی فاز 2";"2018-05-01";"2018-05-11";10.0;0.0;0.0;0.0;500;"";"";"done";0;0;0;"100%";"";"";1.0;"on schedule";"0,00"
"4.4.5.4.1";"task5.task328.task382.task397.task398";"        نصب کلید و پریز لابی سرویس بلوک 11";"2018-05-11";"2018-05-11";0.0;0.0;0.0;0.0;500;"";"";"done";0;0;0;"100%";"";"";1.0;"on schedule";"0,00"
"4.4.5.4.2";"task5.task328.task382.task397.task399";"        نصب تجهیزات صوت لابی سرویس بلوک 11";"2018-05-11";"2018-05-11";0.0;0.0;0.0;0.0;500;"";"";"done";0;0;0;"100%";"";"";1.0;"on schedule";"0,00"
"4.4.5.4.3";"task5.task328.task382.task397.task400";"        نصب تجهیزات روشنایی لابی سرویس بلوک 11";"2018-05-11";"2018-05-11";0.0;0.0;0.0;0.0;500;"";"";"done";0;0;0;"100%";"";"";1.0;"on schedule";"0,00"
"4.4.6";"task5.task328.task401";"    سرویس های بهداشتی";"2017-08-26";"2018-05-11";258.0;0.0;0.0;0.0;500;"";"";"in progress";19;0;19;"41%";"";"";1.0;"behind schedule";"2629992216,00"
"4.4.6.1";"task5.task328.task401.task402";"      سفتکاری";"2017-12-23";"2017-12-29";6.0;0.0;0.0;0.0;500;"";"";"done";2;0;2;"100%";"";"";1.0;"on schedule";"237005672,00"
"4.4.6.1.1";"task5.task328.task401.task402.task403";"        شیب بندی سرویس بهداشتی بلوک 11";"2017-12-29";"2017-12-29";0.0;0.0;0.0;0.0;500;"";"";"done";0;0;1;"100%";"";"";1.0;"on schedule";"74954880,00"
"4.4.6.1.2";"task5.task328.task401.task402.task404";"        عایق رطوبتی سرویس بهداشتی بلوک 11";"2017-12-29";"2017-12-29";0.0;0.0;0.0;0.0;500;"";"";"done";0;0;1;"100%";"";"";1.0;"on schedule";"43547956,00"
"4.4.6.2";"task5.task328.task401.task405";"      تاسیسات مکانیکی فاز 1";"2017-08-26";"2017-12-29";125.0;0.0;0.0;0.0;500;"";"";"in progress";9;0;9;"99%";"";"";1.0;"behind schedule";"907935148,00"
"4.4.6.2.1";"task5.task328.task401.task405.task406";"        ساخت کانال سرویس بهداشتی   بلوک 11";"2017-12-29";"2017-12-29";0.0;0.0;0.0;0.0;500;"";"";"done";0;0;1;"100%";"";"";1.0;"on schedule";"41492880,00"
"4.4.6.2.2";"task5.task328.task401.task405.task407";"        ساپورت زنی و شاسی کشی سرویس بهداشتی بلوک 11";"2017-12-29";"2017-12-29";0.0;0.0;0.0;0.0;500;"";"";"in progress";0;0;1;"99%";"";"";1.0;"behind schedule";"66273350,00"
"4.4.6.2.3";"task5.task328.task401.task405.task408";"        نصب کانال سرویس بهداشتی بلوک 11";"2017-12-29";"2017-12-29";0.0;0.0;0.0;0.0;500;"";"";"done";0;0;1;"100%";"";"";1.0;"on schedule";"41492880,00"
"4.4.6.2.4";"task5.task328.task401.task405.task409";"        عایق کانال سرویس بهداشتی بلوک 11";"2017-12-29";"2017-12-29";0.0;0.0;0.0;0.0;500;"";"";"done";0;0;1;"100%";"";"";1.0;"on schedule";"47988000,00"
"4.4.6.2.5";"task5.task328.task401.task405.task410";"        لوله سرد و گرم مصرفی سرویس بهداشتی بلوک 11";"2017-12-29";"2017-12-29";0.0;0.0;0.0;0.0;500;"";"";"in progress";0;0;1;"99%";"";"";1.0;"behind schedule";"66924000,00"
"4.4.6.2.6";"task5.task328.task401.task405.task411";"        لوله اطفاء حریق سرویس بهداشتی بلوک 11";"2017-12-29";"2017-12-29";0.0;0.0;0.0;0.0;500;"";"";"done";0;0;1;"100%";"";"";1.0;"on schedule";"7807800,00"
"4.4.6.2.7";"task5.task328.task401.task405.task412";"        عایق لوله سرویس بهداشتی بلوک 11";"2017-12-29";"2017-12-29";0.0;0.0;0.0;0.0;500;"";"";"done";0;0;1;"100%";"";"";1.0;"on schedule";"140384244,00"
"4.4.6.2.8";"task5.task328.task401.task405.task413";"        لوله فاضلاب و ونت سرویس بهداشتی بلوک 11";"2017-12-29";"2017-12-29";0.0;0.0;0.0;0.0;500;"";"";"done";0;0;1;"100%";"";"";1.0;"on schedule";"33499180,00"
"4.4.6.2.9";"task5.task328.task401.task405.task414";"        تست لوله ها سرویس بهداشتی بلوک 11";"2017-12-29";"2017-12-29";0.0;0.0;0.0;0.0;500;"";"";"done";0;0;1;"100%";"";"";1.0;"on schedule";"8105240,00"
"4.4.6.3";"task5.task328.task401.task415";"      تاسیسات برقی فاز 1";"2017-12-31";"2018-01-20";20.0;0.0;0.0;0.0;500;"";"";"done";3;0;3;"100%";"";"";1.0;"on schedule";"163496934,00"
"4.4.6.3.1";"task5.task328.task401.task415.task416";"        سوراخکاری و شیارزنی سرویس بهداشتی بلوک 11";"2018-01-20";"2018-01-20";0.0;0.0;0.0;0.0;500;"";"";"done";0;0;1;"100%";"";"";1.0;"on schedule";"1330000,00"
"4.4.6.3.2";"task5.task328.task401.task415.task417";"        لوله گذاری صوت، روشنایی و اعلام حریق سرویس بهداشتی بلوک 11";"2018-01-20";"2018-01-20";0.0;0.0;0.0;0.0;500;"";"";"done";0;0;1;"100%";"";"";1.0;"on schedule";"23924467,00"
"4.4.6.3.3";"task5.task328.task401.task415.task418";"        کابل کشی ولتاژ ضعیف سرویس بهداشتی بلوک 11";"2018-01-20";"2018-01-20";0.0;0.0;0.0;0.0;500;"";"";"done";0;0;1;"100%";"";"";1.0;"on schedule";"56494000,00"
"4.4.6.4";"task5.task328.task401.task419";"      نازک کاری";"2017-12-10";"2018-03-28";108.0;0.0;0.0;0.0;500;"";"";"in progress";5;0;5;"62%";"";"";1.0;"behind schedule";"1321554462,00"
"4.4.6.4.1";"task5.task328.task401.task419.task420";"        پوشش دیوارها سرویس بهداشتی بلوک 11";"2018-03-28";"2018-03-28";0.0;0.0;0.0;0.0;500;"";"";"in progress";0;0;1;"99%";"";"";1.0;"behind schedule";"191862951,00"
"4.4.6.4.2";"task5.task328.task401.task419.task421";"        زیرسازی سقف کاذب سرویس بهداشتی بلوک 11";"2018-03-28";"2018-03-28";0.0;0.0;0.0;0.0;500;"";"";"done";0;0;1;"100%";"";"";1.0;"on schedule";"74954880,00"
"4.4.6.4.3";"task5.task328.task401.task419.task422";"        نصب پنل سقف کاذب سرویس بهداشتی بلوک 11";"2018-03-28";"2018-03-28";0.0;0.0;0.0;0.0;500;"";"";"in progress";0;0;1;"45%";"";"";1.0;"behind schedule";"69935640,00"
"4.4.6.4.4";"task5.task328.task401.task419.task423";"        نصب درب و پنجره سرویس بهداشتی بلوک 11";"2018-03-28";"2018-03-28";0.0;0.0;0.0;0.0;500;"";"";"in progress";0;0;1;"31%";"";"";1.0;"behind schedule";"278850000,00"
"4.4.6.4.5";"task5.task328.task401.task419.task424";"        کفسازی سرویس بهداشتی بلوک 11";"2018-03-28";"2018-03-28";0.0;0.0;0.0;0.0;500;"";"";"done";0;0;1;"100%";"";"";1.0;"on schedule";"45173760,00"
"4.4.6.5";"task5.task328.task401.task425";"      تاسیسات مکانیکی فاز 2";"2018-05-05";"2018-05-11";6.0;0.0;0.0;0.0;500;"";"";"done";0;0;0;"100%";"";"";1.0;"on schedule";"0,00"
"4.4.6.5.1";"task5.task328.task401.task425.task426";"        نصب شیرآلات و تجهیزات بهداشتی سرویس بهداشتی بلوک 11";"2018-05-11";"2018-05-11";0.0;0.0;0.0;0.0;500;"";"";"done";0;0;0;"100%";"";"";1.0;"on schedule";"0,00"
"4.4.6.5.2";"task5.task328.task401.task425.task427";"        نصب دریچه هوا سرویس بهداشتی بلوک 11";"2018-05-11";"2018-05-11";0.0;0.0;0.0;0.0;500;"";"";"done";0;0;0;"100%";"";"";1.0;"on schedule";"0,00"
