"wbs";"id";"name";"start";"end";"duration";"effort";"effortdone";"effortleft";"priority";"responsible";"resources";"status";"active_sub_tasks";"open_sub_tasks";"closed_sub_tasks";"complete";"followers";"depends_on";"path_criticalness";"schedule_gauge";"cost"
"4.9.7.2.3";"task5.task703.task817.task821.task824";"        نصب کانال دفتر تجاری بلوک 13";"2018-01-12";"2018-01-12";0.0;0.0;0.0;0.0;500;"";"";"done";0;0;1;"100%";"";"";1.0;"on schedule";"124478640,00"
"4.9.7.2.4";"task5.task703.task817.task821.task825";"        عایق کانال دفتر تجاری بلوک 13";"2018-01-12";"2018-01-12";0.0;0.0;0.0;0.0;500;"";"";"done";0;0;1;"100%";"";"";1.0;"on schedule";"239940000,00"
"4.9.7.2.5";"task5.task703.task817.task821.task826";"        لوله اطفاء حریق دفتر تجاری بلوک 13";"2018-01-12";"2018-01-12";0.0;0.0;0.0;0.0;500;"";"";"done";0;0;1;"100%";"";"";1.0;"on schedule";"161881720,00"
"4.9.7.2.6";"task5.task703.task817.task821.task827";"        تست لوله ها دفتر تجاری بلوک 13";"2018-01-12";"2018-01-12";0.0;0.0;0.0;0.0;500;"";"";"done";0;0;1;"100%";"";"";1.0;"on schedule";"11562980,00"
"4.9.7.3";"task5.task703.task817.task828";"      تاسیسات برقی فاز 1";"2017-12-26";"2018-01-03";8.0;0.0;0.0;0.0;500;"";"";"done";2;0;2;"100%";"";"";1.0;"on schedule";"148918268,00"
"4.9.7.3.1";"task5.task703.task817.task828.task829";"        سوراخکاری و شیارزنی دفتر تجاری بلوک 13";"2018-01-03";"2018-01-03";0.0;0.0;0.0;0.0;500;"";"";"done";0;0;1;"100%";"";"";1.0;"on schedule";"4560000,00"
"4.9.7.3.2";"task5.task703.task817.task828.task830";"        لوله گذاری اعلام حریق دفتر تجاری بلوک 13";"2018-01-03";"2018-01-03";0.0;0.0;0.0;0.0;500;"";"";"done";0;0;1;"100%";"";"";1.0;"on schedule";"69899134,00"
"4.9.7.4";"task5.task703.task817.task831";"      نازک کاری";"2017-10-08";"2017-10-23";15.0;0.0;0.0;0.0;500;"";"";"done";1;0;1;"100%";"";"";1.0;"on schedule";"530791680,00"
"4.9.7.4.1";"task5.task703.task817.task831.task832";"        سرامیک دفتر تجاری بلوک 13";"2017-10-23";"2017-10-23";0.0;0.0;0.0;0.0;500;"";"";"done";0;0;1;"100%";"";"";1.0;"on schedule";"265395840,00"
"4.9.8";"task5.task703.task833";"    سرگرمی خانواده";"2017-10-19";"2018-05-11";204.0;0.0;0.0;0.0;500;"";"";"in progress";15;0;15;"27%";"";"";1.0;"behind schedule";"1627704466,00"
"4.9.8.1";"task5.task703.task833.task834";"      تاسیسات مکانیکی فاز 1";"2017-10-19";"2018-01-14";87.0;0.0;0.0;0.0;500;"";"";"done";9;0;9;"100%";"";"";1.0;"on schedule";"469760680,00"
"4.9.8.1.1";"task5.task703.task833.task834.task835";"        ساخت کانال سرگرمی و خانواده   بلوک 13";"2018-01-14";"2018-01-14";0.0;0.0;0.0;0.0;500;"";"";"done";0;0;1;"100%";"";"";1.0;"on schedule";"29981952,00"
"4.9.8.1.2";"task5.task703.task833.task834.task836";"        ساپورت زنی و شاسی کشی سرگرمی و خانواده بلوک 13";"2018-01-14";"2018-01-14";0.0;0.0;0.0;0.0;500;"";"";"done";0;0;1;"100%";"";"";1.0;"on schedule";"47887840,00"
"4.9.8.1.3";"task5.task703.task833.task834.task837";"        نصب کانال سرگرمی و خانواده بلوک 13";"2018-01-14";"2018-01-14";0.0;0.0;0.0;0.0;500;"";"";"done";0;0;1;"100%";"";"";1.0;"on schedule";"29981952,00"
"4.9.8.1.4";"task5.task703.task833.task834.task838";"        عایق کانال سرگرمی و خانواده بلوک 13";"2018-01-14";"2018-01-14";0.0;0.0;0.0;0.0;500;"";"";"done";0;0;1;"100%";"";"";1.0;"on schedule";"57792000,00"
"4.9.8.1.5";"task5.task703.task833.task834.task839";"        لوله سرد و گرم فن کوئل سرگرمی و خانواده بلوک 13";"2018-01-14";"2018-01-14";0.0;0.0;0.0;0.0;500;"";"";"done";0;0;1;"100%";"";"";1.0;"on schedule";"16507920,00"
"4.9.8.1.6";"task5.task703.task833.task834.task840";"        لوله اطفاء حریق سرگرمی و خانواده بلوک 13";"2018-01-14";"2018-01-14";0.0;0.0;0.0;0.0;500;"";"";"done";0;0;1;"100%";"";"";1.0;"on schedule";"17697680,00"
"4.9.8.1.7";"task5.task703.task833.task834.task841";"        لوله فاضلاب و ونت سرگرمی و خانواده بلوک 13";"2018-01-14";"2018-01-14";0.0;0.0;0.0;0.0;500;"";"";"done";0;0;1;"100%";"";"";1.0;"on schedule";"3160300,00"
"4.9.8.1.8";"task5.task703.task833.task834.task842";"        عایق لوله سرگرمی و خانواده بلوک 13";"2018-01-14";"2018-01-14";0.0;0.0;0.0;0.0;500;"";"";"done";0;0;1;"100%";"";"";1.0;"on schedule";"29045016,00"
"4.9.8.1.9";"task5.task703.task833.task834.task843";"        تست لوله ها سرگرمی و خانواده بلوک 13";"2018-01-14";"2018-01-14";0.0;0.0;0.0;0.0;500;"";"";"done";0;0;1;"100%";"";"";1.0;"on schedule";"2825680,00"
"4.9.8.2";"task5.task703.task833.task844";"      تاسیسات برقی فاز 1";"2017-12-30";"2018-01-23";24.0;0.0;0.0;0.0;500;"";"";"done";3;0;3;"100%";"";"";1.0;"on schedule";"93583818,00"
"4.9.8.2.1";"task5.task703.task833.task844.task845";"        سوراخکاری و شیارزنی سرگرمی و خانواده بلوک 13";"2018-01-23";"2018-01-23";0.0;0.0;0.0;0.0;500;"";"";"done";0;0;1;"100%";"";"";1.0;"on schedule";"2660000,00"
"4.9.8.2.2";"task5.task703.task833.task844.task846";"        لوله گذاری صوت، روشنایی و اعلام حریق سرگرمی و خانواده بلوک 13";"2018-01-23";"2018-01-23";0.0;0.0;0.0;0.0;500;"";"";"done";0;0;1;"100%";"";"";1.0;"on schedule";"17529909,00"
"4.9.8.2.3";"task5.task703.task833.task844.task847";"        کابل کشی ولتاژ ضعیف سرگرمی و خانواده بلوک 13";"2018-01-23";"2018-01-23";0.0;0.0;0.0;0.0;500;"";"";"done";0;0;1;"100%";"";"";1.0;"on schedule";"26602000,00"
"4.9.8.3";"task5.task703.task833.task848";"      نازک کاری";"2018-03-12";"2018-04-11";30.0;0.0;0.0;0.0;500;"";"";"in progress";3;0;3;"29%";"";"";1.0;"behind schedule";"1064359968,00"
"4.9.8.3.1";"task5.task703.task833.task848.task849";"        زیرسازی سقف کاذب سرگرمی و خانواده بلوک 13";"2018-04-11";"2018-04-11";0.0;0.0;0.0;0.0;500;"";"";"in progress";0;0;1;"88%";"";"";1.0;"behind schedule";"209873664,00"
"4.9.8.3.2";"task5.task703.task833.task848.task850";"        نصب پنل سقف کاذب سرگرمی و خانواده بلوک 13";"2018-04-11";"2018-04-11";0.0;0.0;0.0;0.0;500;"";"";"done";0;0;1;"100%";"";"";1.0;"on schedule";"195819792,00"
"4.9.8.3.3";"task5.task703.task833.task848.task851";"        کفسازی سرگرمی و خانواده بلوک 13";"2018-04-11";"2018-04-11";0.0;0.0;0.0;0.0;500;"";"";"done";0;0;1;"100%";"";"";1.0;"on schedule";"126486528,00"
"4.9.8.4";"task5.task703.task833.task852";"      تاسیسات مکانیکی فاز 2";"2018-04-25";"2018-05-11";16.0;0.0;0.0;0.0;500;"";"";"done";0;0;0;"100%";"";"";1.0;"on schedule";"0,00"
"4.9.8.4.1";"task5.task703.task833.task852.task853";"        نصب دمپر و فایر دمپر سرگرمی و خانواده بلوک 13";"2018-05-11";"2018-05-11";0.0;0.0;0.0;0.0;500;"";"";"done";0;0;0;"100%";"";"";1.0;"on schedule";"0,00"
"4.9.8.4.2";"task5.task703.task833.task852.task854";"        نصب فن کوئلها و اسپلیتها سرگرمی و خانواده بلوک 13";"2018-05-11";"2018-05-11";0.0;0.0;0.0;0.0;500;"";"";"done";0;0;0;"100%";"";"";1.0;"on schedule";"0,00"
"4.9.8.4.3";"task5.task703.task833.task852.task855";"        نصب دریچه هوا سرگرمی و خانواده بلوک 13";"2018-05-11";"2018-05-11";0.0;0.0;0.0;0.0;500;"";"";"done";0;0;0;"100%";"";"";1.0;"on schedule";"0,00"
"4.9.8.4.4";"task5.task703.task833.task852.task856";"        تست تاسیسات مکانیکی سرگرمی و خانواده بلوک 13";"2018-05-11";"2018-05-11";0.0;0.0;0.0;0.0;500;"";"";"done";0;0;0;"100%";"";"";1.0;"on schedule";"0,00"
"4.9.8.5";"task5.task703.task833.task857";"      تاسیسات برقی فاز 2";"2018-05-05";"2018-05-11";6.0;0.0;0.0;0.0;500;"";"";"done";0;0;0;"100%";"";"";1.0;"on schedule";"0,00"
"4.9.8.5.1";"task5.task703.task833.task857.task858";"        نصب کلید و پریز سرگرمی و خانواده بلوک 13";"2018-05-11";"2018-05-11";0.0;0.0;0.0;0.0;500;"";"";"done";0;0;0;"100%";"";"";1.0;"on schedule";"0,00"
"4.9.8.5.2";"task5.task703.task833.task857.task859";"        نصب تجهیزات روشنایی سرگرمی و خانواده بلوک 13";"2018-05-11";"2018-05-11";0.0;0.0;0.0;0.0;500;"";"";"done";0;0;0;"100%";"";"";1.0;"on schedule";"0,00"
"4.9.9";"task5.task703.task860";"    اتاق هوارسان";"2017-09-30";"2018-04-11";193.0;0.0;0.0;0.0;500;"";"";"in progress";9;0;9;"55%";"";"";1.0;"on schedule";"2360981262,00"
"4.9.9.1";"task5.task703.task860.task861";"      سفتکاری";"2017-09-30";"2017-12-27";88.0;0.0;0.0;0.0;500;"";"";"done";3;0;3;"100%";"";"";1.0;"on schedule";"342498160,00"
"4.9.9.1.1";"task5.task703.task860.task861.task862";"        نصب وال پست اتاق هوارسان بلوک 13";"2017-12-27";"2017-12-27";0.0;0.0;0.0;0.0;500;"";"";"done";0;0;1;"100%";"";"";1.0;"on schedule";"56216160,00"
"4.9.9.1.2";"task5.task703.task860.task861.task863";"        دیوارچینی اتاق هوارسان بلوک 13";"2017-12-27";"2017-12-27";0.0;0.0;0.0;0.0;500;"";"";"done";0;0;1;"100%";"";"";1.0;"on schedule";"72277920,00"
"4.9.9.1.3";"task5.task703.task860.task861.task864";"        فونداسیون هواساز اتاق هوارسان بلوک 13";"2017-12-27";"2017-12-27";0.0;0.0;0.0;0.0;500;"";"";"done";0;0;1;"100%";"";"";1.0;"on schedule";"42755000,00"
"4.9.9.2";"task5.task703.task860.task865";"      نازک کاری";"2017-12-10";"2018-04-11";122.0;0.0;0.0;0.0;500;"";"";"in progress";6;0;6;"26%";"";"";1.0;"on schedule";"1231489348,00"
"4.9.9.2.1";"task5.task703.task860.task865.task866";"        پوشش دیوارها اتاق هوارسان بلوک 13";"2018-04-11";"2018-04-11";0.0;0.0;0.0;0.0;500;"";"";"done";0;0;1;"100%";"";"";1.0;"on schedule";"114565647,00"
"4.9.9.2.2";"task5.task703.task860.task865.task867";"        زیرسازی سقف کاذب اتاق هوارسان بلوک 13";"2018-04-11";"2018-04-11";0.0;0.0;0.0;0.0;500;"";"";"done";0;0;1;"100%";"";"";1.0;"on schedule";"39351312,00"
"4.9.9.2.3";"task5.task703.task860.task865.task868";"        نصب پنل سقف کاذب اتاق هوارسان بلوک 13";"2018-04-11";"2018-04-11";0.0;0.0;0.0;0.0;500;"";"";"done";0;0;1;"100%";"";"";1.0;"on schedule";"36716211,00"
"4.9.9.2.4";"task5.task703.task860.task865.task869";"        کفسازی اتاق هوارسان بلوک 13";"2018-04-11";"2018-04-11";0.0;0.0;0.0;0.0;500;"";"";"done";0;0;1;"100%";"";"";1.0;"on schedule";"23716224,00"
"4.9.9.2.5";"task5.task703.task860.task865.task870";"        نصب درب و پنجره اتاق هوارسان بلوک 13";"2018-04-11";"2018-04-11";0.0;0.0;0.0;0.0;500;"";"";"done";0;0;1;"100%";"";"";1.0;"on schedule";"18590000,00"
"4.9.9.2.6";"task5.task703.task860.task865.task871";"        رنگ آمیزی اتاق هوارسان بلوک 13";"2018-04-11";"2018-04-11";0.0;0.0;0.0;0.0;500;"";"";"done";0;0;1;"100%";"";"";1.0;"on schedule";"382805280,00"
"4.9.10";"task5.task703.task872";"    زباله دان";"2017-10-07";"2018-05-11";216.0;0.0;0.0;0.0;500;"";"";"in progress";11;0;11;"26%";"";"";1.0;"on schedule";"328967024,00"
"4.9.10.1";"task5.task703.task872.task873";"      سفتکاری";"2017-10-07";"2017-12-09";63.0;0.0;0.0;0.0;500;"";"";"done";3;0;3;"100%";"";"";1.0;"on schedule";"106364544,00"
"4.9.10.1.1";"task5.task703.task872.task873.task874";"        نصب وال پست زباله دان بلوک 13";"2017-12-09";"2017-12-09";0.0;0.0;0.0;0.0;500;"";"";"done";0;0;1;"100%";"";"";1.0;"on schedule";"22486464,00"
"4.9.10.1.2";"task5.task703.task872.task873.task875";"        دیوارچینی هبلکس زباله دان بلوک 13";"2017-12-09";"2017-12-09";0.0;0.0;0.0;0.0;500;"";"";"done";0;0;1;"100%";"";"";1.0;"on schedule";"28911168,00"
"4.9.10.1.3";"task5.task703.task872.task873.task876";"        نصب پیش فریم زباله دان بلوک 13";"2017-12-09";"2017-12-09";0.0;0.0;0.0;0.0;500;"";"";"done";0;0;1;"100%";"";"";1.0;"on schedule";"1784640,00"
"4.9.10.2";"task5.task703.task872.task877";"      تاسیسات برقی فاز 1";"2018-01-01";"2018-01-25";24.0;0.0;0.0;0.0;500;"";"";"done";3;0;3;"100%";"";"";1.0;"on schedule";"35810120,00"
"4.9.10.2.1";"task5.task703.task872.task877.task878";"        سوراخکاری و شیارزنی زباله دان بلوک 13";"2018-01-25";"2018-01-25";0.0;0.0;0.0;0.0;500;"";"";"done";0;0;1;"100%";"";"";1.0;"on schedule";"950000,00"
"4.9.10.2.2";"task5.task703.task872.task877.task879";"        لوله گذاری صوت، روشنایی و اعلام حریق زباله دان بلوک 13";"2018-01-25";"2018-01-25";0.0;0.0;0.0;0.0;500;"";"";"done";0;0;1;"100%";"";"";1.0;"on schedule";"6615060,00"
"4.9.10.2.3";"task5.task703.task872.task877.task880";"        کابل کشی ولتاژ ضعیف زباله دان بلوک 13";"2018-01-25";"2018-01-25";0.0;0.0;0.0;0.0;500;"";"";"done";0;0;1;"100%";"";"";1.0;"on schedule";"10340000,00"
"4.9.10.3";"task5.task703.task872.task881";"      نازک کاری";"2018-03-25";"2018-04-01";7.0;0.0;0.0;0.0;500;"";"";"done";5;0;5;"100%";"";"";1.0;"on schedule";"186792360,00"
"4.9.10.3.1";"task5.task703.task872.task881.task882";"        زیرسازی سقف کاذب زباله دان بلوک 13";"2018-04-01";"2018-04-01";0.0;0.0;0.0;0.0;500;"";"";"done";0;0;1;"100%";"";"";1.0;"on schedule";"12492480,00"
"4.9.10.3.2";"task5.task703.task872.task881.task883";"        نصب پنل سقف کاذب زباله دان بلوک 13";"2018-04-01";"2018-04-01";0.0;0.0;0.0;0.0;500;"";"";"done";0;0;1;"100%";"";"";1.0;"on schedule";"11655940,00"
"4.9.10.3.3";"task5.task703.task872.task881.task884";"        نصب درب و پنجره زباله دان بلوک 13";"2018-04-01";"2018-04-01";0.0;0.0;0.0;0.0;500;"";"";"done";0;0;1;"100%";"";"";1.0;"on schedule";"37180000,00"
"4.9.10.3.4";"task5.task703.task872.task881.task885";"        کفسازی زباله دان بلوک 13";"2018-04-01";"2018-04-01";0.0;0.0;0.0;0.0;500;"";"";"done";0;0;1;"100%";"";"";1.0;"on schedule";"7528960,00"
"4.9.10.3.5";"task5.task703.task872.task881.task886";"        رنگ آمیزی زباله دان بلوک 13";"2018-04-01";"2018-04-01";0.0;0.0;0.0;0.0;500;"";"";"done";0;0;1;"100%";"";"";1.0;"on schedule";"24538800,00"
"4.9.10.4";"task5.task703.task872.task887";"      تاسیسات برقی فاز 2";"2018-05-11";"2018-05-11";0.0;0.0;0.0;0.0;500;"";"";"done";0;0;0;"100%";"";"";1.0;"on schedule";"0,00"
"4.9.10.4.1";"task5.task703.task872.task887.task888";"        نصب تجهیزات روشنایی زباله دان بلوک 13";"2018-05-11";"2018-05-11";0.0;0.0;0.0;0.0;500;"";"";"done";0;0;0;"100%";"";"";1.0;"on schedule";"0,00"
"4.9.11";"task5.task703.task889";"    اتاق برق";"2017-10-09";"2018-05-11";214.0;0.0;0.0;0.0;500;"";"";"in progress";13;0;13;"20%";"";"";1.0;"on schedule";"783344076,00"
"4.9.11.1";"task5.task703.task889.task890";"      سفتکاری";"2017-10-09";"2017-12-11";63.0;0.0;0.0;0.0;500;"";"";"done";3;0;3;"100%";"";"";1.0;"on schedule";"222485120,00"
"4.9.11.1.1";"task5.task703.task889.task890.task891";"        نصب وال پست اتاق برق بلوک 13";"2017-12-11";"2017-12-11";0.0;0.0;0.0;0.0;500;"";"";"done";0;0;1;"100%";"";"";1.0;"on schedule";"47887840,00"
"4.9.11.1.2";"task5.task703.task889.task890.task892";"        دیوارچینی هبلکس اتاق برق بلوک 13";"2017-12-11";"2017-12-11";0.0;0.0;0.0;0.0;500;"";"";"done";0;0;1;"100%";"";"";1.0;"on schedule";"61570080,00"
"4.9.11.1.3";"task5.task703.task889.task890.task893";"        نصب پیش فریم اتاق برق بلوک 13";"2017-12-11";"2017-12-11";0.0;0.0;0.0;0.0;500;"";"";"done";0;0;1;"100%";"";"";1.0;"on schedule";"1784640,00"
"4.9.11.2";"task5.task703.task889.task894";"      تاسیسات برقی فاز 1";"2017-12-18";"2018-01-27";40.0;0.0;0.0;0.0;500;"";"";"done";5;0;5;"100%";"";"";1.0;"on schedule";"79600996,00"
"4.9.11.2.1";"task5.task703.task889.task894.task895";"        سوراخکاری و شیارزنی اتاق برق بلوک 13";"2018-01-27";"2018-01-27";0.0;0.0;0.0;0.0;500;"";"";"done";0;0;1;"100%";"";"";1.0;"on schedule";"380000,00"
"4.9.11.2.2";"task5.task703.task889.task894.task896";"        ساپورت زنی اتاق برق بلوک 13";"2018-01-27";"2018-01-27";0.0;0.0;0.0;0.0;500;"";"";"done";0;0;1;"100%";"";"";1.0;"on schedule";"8020000,00"
"4.9.11.2.3";"task5.task703.task889.task894.task897";"        سینی کابل اتاق برق بلوک 13";"2018-01-27";"2018-01-27";0.0;0.0;0.0;0.0;500;"";"";"done";0;0;1;"100%";"";"";1.0;"on schedule";"11007900,00"
"4.9.11.2.4";"task5.task703.task889.task894.task898";"        لوله گذاری صوت، روشنایی و اعلام حریق اتاق برق بلوک 13";"2018-01-27";"2018-01-27";0.0;0.0;0.0;0.0;500;"";"";"done";0;0;1;"100%";"";"";1.0;"on schedule";"10804598,00"
"4.9.11.2.5";"task5.task703.task889.task894.task899";"        کابل کشی ولتاژ ضعیف اتاق برق بلوک 13";"2018-01-27";"2018-01-27";0.0;0.0;0.0;0.0;500;"";"";"done";0;0;1;"100%";"";"";1.0;"on schedule";"9588000,00"
"4.9.11.3";"task5.task703.task889.task900";"      نازک کاری";"2018-03-27";"2018-04-05";9.0;0.0;0.0;0.0;500;"";"";"done";5;0;5;"100%";"";"";1.0;"on schedule";"481257960,00"
"4.9.11.3.1";"task5.task703.task889.task900.task901";"        زیرسازی سقف کاذب اتاق برق بلوک 13";"2018-04-05";"2018-04-05";0.0;0.0;0.0;0.0;500;"";"";"done";0;0;1;"100%";"";"";1.0;"on schedule";"12492480,00"
"4.9.11.3.2";"task5.task703.task889.task900.task902";"        نصب پنل سقف کاذب اتاق برق بلوک 13";"2018-04-05";"2018-04-05";0.0;0.0;0.0;0.0;500;"";"";"done";0;0;1;"100%";"";"";1.0;"on schedule";"11655940,00"
"4.9.11.3.3";"task5.task703.task889.task900.task903";"        نصب درب و پنجره اتاق برق بلوک 13";"2018-04-05";"2018-04-05";0.0;0.0;0.0;0.0;500;"";"";"done";0;0;1;"100%";"";"";1.0;"on schedule";"37180000,00"
"4.9.11.3.4";"task5.task703.task889.task900.task904";"        کفسازی اتاق برق بلوک 13";"2018-04-05";"2018-04-05";0.0;0.0;0.0;0.0;500;"";"";"done";0;0;1;"100%";"";"";1.0;"on schedule";"7528960,00"
"4.9.11.3.5";"task5.task703.task889.task900.task905";"        رنگ آمیزی اتاق برق بلوک 13";"2018-04-05";"2018-04-05";0.0;0.0;0.0;0.0;500;"";"";"done";0;0;1;"100%";"";"";1.0;"on schedule";"171771600,00"
"4.9.11.4";"task5.task703.task889.task906";"      تاسیسات برقی فاز 2";"2018-05-11";"2018-05-11";0.0;0.0;0.0;0.0;500;"";"";"done";0;0;0;"100%";"";"";1.0;"on schedule";"0,00"
"4.9.11.4.1";"task5.task703.task889.task906.task907";"        نصب کلید و پریز اتاق برق بلوک 13";"2018-05-11";"2018-05-11";0.0;0.0;0.0;0.0;500;"";"";"done";0;0;0;"100%";"";"";1.0;"on schedule";"0,00"
"4.9.11.4.2";"task5.task703.task889.task906.task908";"        نصب تجهیزات روشنایی اتاق برق بلوک 13";"2018-05-11";"2018-05-11";0.0;0.0;0.0;0.0;500;"";"";"done";0;0;0;"100%";"";"";1.0;"on schedule";"0,00"
"4.9.11.4.3";"task5.task703.task889.task906.task909";"        سرسیم بندی تابلو اتاق برق بلوک 13";"2018-05-11";"2018-05-11";0.0;0.0;0.0;0.0;500;"";"";"done";0;0;0;"100%";"";"";1.0;"on schedule";"0,00"
"4.9.12";"task5.task703.task910";"    اتاق استراحت";"2017-10-13";"2018-05-11";210.0;0.0;0.0;0.0;500;"";"";"in progress";10;0;10;"20%";"";"";1.0;"on schedule";"197313208,00"
"4.9.12.1";"task5.task703.task910.task911";"      سفتکاری";"2017-10-13";"2017-12-12";60.0;0.0;0.0;0.0;500;"";"";"done";3;0;3;"100%";"";"";1.0;"on schedule";"70314816,00"
"4.9.12.1.1";"task5.task703.task910.task911.task912";"        نصب وال پست اتاق استراحت بلوک 13";"2017-12-12";"2017-12-12";0.0;0.0;0.0;0.0;500;"";"";"done";0;0;1;"100%";"";"";1.0;"on schedule";"14990976,00"
"4.9.12.1.2";"task5.task703.task910.task911.task913";"        دیوارچینی هبلکس اتاق استراحت بلوک 13";"2017-12-12";"2017-12-12";0.0;0.0;0.0;0.0;500;"";"";"done";0;0;1;"100%";"";"";1.0;"on schedule";"19274112,00"
